action_id,entity_id,action_type,effort_hours,expected_lift_pct,status
ACT0110,SAL028,document,9,10.2,In Review
ACT0111,SAL013,document,43,16.5,Ready
ACT0112,SAL033,prioritize,6,9.0,Complete
ACT0113,SAL022,monitor,44,18.2,Proposed
ACT0114,SAL007,automate,43,23.2,In Review
ACT0115,SAL016,monitor,19,15.8,Complete
ACT0116,SAL010,escalate,14,10.6,Proposed
ACT0117,SAL008,prioritize,40,20.4,In Review
ACT0118,SAL031,validate,28,6.8,Complete
ACT0119,SAL014,escalate,7,13.5,In Review
ACT0120,SAL011,validate,11,21.5,Ready
ACT0121,SAL035,document,29,20.3,Proposed
ACT0122,SAL007,automate,38,20.6,Ready
ACT0123,SAL001,automate,6,10.9,In Review
ACT0124,SAL016,monitor,4,7.6,In Review
ACT0125,SAL019,document,10,22.9,Ready
ACT0126,SAL006,document,21,14.7,Proposed
ACT0127,SAL022,prioritize,32,21.7,Ready
ACT0128,SAL009,prioritize,4,3.3,In Review
ACT0129,SAL020,prioritize,6,17.3,Proposed
ACT0130,SAL022,prioritize,15,23.8,In Review
ACT0131,SAL035,escalate,35,8.0,Complete
ACT0132,SAL031,validate,21,3.6,Complete
ACT0133,SAL020,prioritize,40,5.5,Proposed
ACT0134,SAL006,document,3,9.8,Proposed
ACT0135,SAL015,validate,17,22.2,Ready
ACT0136,SAL006,document,18,21.7,Complete
ACT0137,SAL032,monitor,10,2.1,In Review
ACT0138,SAL008,automate,33,19.3,Ready
ACT0139,SAL001,escalate,15,21.2,Complete
ACT0140,SAL036,document,21,12.1,Proposed
ACT0141,SAL001,document,36,11.8,In Review
ACT0142,SAL017,escalate,3,6.9,Ready
ACT0143,SAL030,escalate,41,9.7,Proposed
ACT0144,SAL029,escalate,37,4.2,In Review
ACT0145,SAL035,prioritize,9,20.7,Complete
ACT0146,SAL023,validate,27,23.4,Proposed
ACT0147,SAL019,document,3,13.4,Complete
ACT0148,SAL028,prioritize,32,3.1,Complete
ACT0149,SAL002,monitor,2,17.5,In Review
ACT0150,SAL009,monitor,6,21.6,Complete
ACT0151,SAL020,automate,17,22.3,In Review
ACT0152,SAL012,prioritize,10,12.7,In Review
ACT0153,SAL032,escalate,25,5.0,Ready
ACT0154,SAL029,automate,3,9.9,Ready
ACT0155,SAL032,document,15,8.6,Ready
ACT0156,SAL021,escalate,20,15.0,Proposed
ACT0157,SAL023,monitor,9,6.4,Proposed
ACT0158,SAL029,monitor,20,17.9,Ready
ACT0159,SAL017,validate,15,18.0,Proposed
ACT0160,SAL035,automate,7,5.9,In Review
ACT0161,SAL027,prioritize,3,15.0,In Review
ACT0162,SAL006,escalate,21,19.6,Ready
ACT0163,SAL030,escalate,10,8.3,In Review
ACT0164,SAL006,prioritize,9,20.1,Ready
ACT0165,SAL020,prioritize,15,14.9,Complete
ACT0166,SAL009,monitor,23,15.7,In Review
ACT0167,SAL009,validate,23,17.5,Proposed
ACT0168,SAL011,prioritize,30,16.8,In Review
ACT0169,SAL034,document,40,8.2,Ready
ACT0170,SAL011,validate,20,13.7,Ready
ACT0171,SAL026,monitor,28,18.2,Proposed
ACT0172,SAL025,prioritize,33,6.3,Complete
ACT0173,SAL016,document,30,12.2,Ready
ACT0174,SAL010,monitor,27,8.1,Ready
ACT0175,SAL020,validate,9,4.9,Ready
ACT0176,SAL035,validate,44,17.6,Ready
ACT0177,SAL026,prioritize,28,17.8,In Review
ACT0178,SAL009,prioritize,7,19.2,Ready
ACT0179,SAL011,validate,35,12.0,In Review
ACT0180,SAL028,prioritize,11,10.2,In Review
ACT0181,SAL012,escalate,6,13.6,In Review
ACT0182,SAL029,automate,39,16.6,Ready
ACT0183,SAL008,prioritize,35,7.2,In Review
ACT0184,SAL003,automate,7,22.6,Ready
ACT0185,SAL002,monitor,39,13.8,In Review
ACT0186,SAL007,validate,19,17.8,Complete
ACT0187,SAL025,escalate,36,4.2,Ready
ACT0188,SAL022,document,38,14.4,Ready
ACT0189,SAL014,monitor,26,7.5,Ready
ACT0190,SAL035,document,3,22.3,Complete
ACT0191,SAL006,prioritize,20,20.5,Complete
ACT0192,SAL007,escalate,32,10.5,Proposed
ACT0193,SAL030,validate,29,17.8,Complete
ACT0194,SAL034,validate,25,17.4,In Review
ACT0195,SAL028,prioritize,39,16.9,Proposed
ACT0196,SAL006,prioritize,14,16.9,Proposed
ACT0197,SAL003,prioritize,16,5.3,Ready
ACT0198,SAL032,prioritize,12,12.8,Ready
ACT0199,SAL005,monitor,41,3.8,Complete
ACT0200,SAL021,prioritize,43,19.6,Ready
ACT0201,SAL013,validate,4,10.2,Complete
ACT0202,SAL028,automate,17,20.6,Complete
ACT0203,SAL024,validate,23,23.6,In Review
ACT0204,SAL020,validate,28,8.1,Complete
ACT0205,SAL017,document,33,15.6,Complete
ACT0206,SAL025,escalate,10,15.2,Ready
ACT0207,SAL005,prioritize,37,5.7,Ready
ACT0208,SAL020,automate,26,17.5,Ready
ACT0209,SAL005,escalate,44,4.3,Ready
ACT0210,SAL003,escalate,42,21.7,Proposed
ACT0211,SAL035,escalate,10,6.3,Proposed
ACT0212,SAL006,prioritize,29,9.1,Ready
ACT0213,SAL001,escalate,14,8.5,Proposed
ACT0214,SAL020,automate,7,2.6,Proposed
ACT0215,SAL036,prioritize,17,7.0,Ready
ACT0216,SAL029,escalate,28,10.3,In Review
ACT0217,SAL004,validate,27,22.2,Complete
ACT0218,SAL006,automate,5,11.2,In Review
ACT0219,SAL025,prioritize,21,12.4,Ready
ACT0220,SAL007,escalate,9,19.2,In Review
